rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type
1801CS14,7,7,CS571,,7/23/2021 10:15,,7/23/2021 10:15,Department Elective - II
1801CS14,7,7,CS577,,7/23/2021 10:15,,7/23/2021 10:15,Department Elective - IV
1801CS14,7,7,PH401,,7/23/2021 10:15,,7/23/2021 10:15,Open Elective
1801CS16,7,7,CS491,,7/23/2021 10:34,,7/23/2021 10:34,CORE
1801CS16,7,7,CS555,,7/23/2021 10:34,,7/23/2021 10:34,Department Elective - III
1801CS16,7,7,CS571,,7/23/2021 10:34,,7/23/2021 10:34,Department Elective - II
1801CS16,7,7,CS577,,7/23/2021 10:34,,7/23/2021 10:34,Department Elective - IV
1801CS16,7,7,PH401,,7/23/2021 10:34,,7/23/2021 10:34,Open Elective
1801CS18,7,7,CS491,,7/23/2021 10:07,,7/23/2021 10:07,CORE
1801CB21,7,7,CB405,,7/23/2021 13:54,,7/23/2021 13:54,CORE
1801CS18,7,7,CS571,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - II
1801CS18,7,7,CS577,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - IV
1801CS18,7,7,PH401,,7/23/2021 10:07,,7/23/2021 10:07,Open Elective
1801CS19,7,7,CS491,,7/23/2021 1:12,,7/23/2021 1:12,CORE
1801CS19,7,7,CS555,,7/23/2021 1:12,,7/23/2021 1:12,Department Elective - III
1801CS19,7,7,CS571,,7/23/2021 1:12,,7/23/2021 1:12,Department Elective - II
1801CS19,7,7,CS577,,7/23/2021 1:12,,7/23/2021 1:12,Department Elective - IV
1801CS19,7,7,PH401,,7/23/2021 1:12,,7/23/2021 1:12,Open Elective
1801CE10,7,7,HS451,,7/24/2021 14:08,,7/24/2021 14:08,Open Elective - III
1801CB21,7,7,CB417,,7/23/2021 13:54,,7/23/2021 13:54,CORE
2012MA13,3,3,MA525,,3/23/2021 13:43,,3/23/2021 13:43,CORE
1801CE14,7,7,CE495,,7/23/2021 19:44,,7/23/2021 19:44,CORE
2012MA13,3,3,MA521,,3/23/2021 13:43,,3/23/2021 13:43,CORE
1801CS21,7,7,CS491,,7/23/2021 10:04,,7/23/2021 10:04,CORE
1801CB21,7,7,PH401,,7/23/2021 13:54,,7/23/2021 13:54,Open Elective - III
1801CS21,7,7,CS571,,7/23/2021 10:04,,7/23/2021 10:04,Department Elective - II
1801CS21,7,7,CS577,,7/23/2021 10:04,,7/23/2021 10:04,Department Elective - IV
1801CS21,7,7,PH401,,7/23/2021 10:04,,7/23/2021 10:04,Open Elective
1801CS22,7,7,CS491,,7/23/2021 10:26,,7/23/2021 10:26,CORE
1801CS22,7,7,CS555,,7/23/2021 10:26,,7/23/2021 10:26,Department Elective - IV
1801CS22,7,7,CS571,,7/23/2021 10:26,,7/23/2021 10:26,Department Elective - II
1801CS22,7,7,CS577,,7/23/2021 10:26,,7/23/2021 10:26,Department Elective - III
1801CS22,7,7,PH401,,7/23/2021 10:26,,7/23/2021 10:26,Open Elective
1801CB11,7,7,CB417,,7/23/2021 10:48,,7/23/2021 10:48,CORE
1801CS23,7,7,CS555,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - III
1801CS23,7,7,CS571,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - II
1801CS23,7,7,CS577,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - IV
1801CS23,7,7,PH401,,7/23/2021 10:07,,7/23/2021 10:07,Open Elective
1801CS24,7,7,CS491,,7/24/2021 16:08,,7/24/2021 16:08,CORE
1801CS24,7,7,CS564,,7/24/2021 16:08,,7/24/2021 16:08,Department Elective - III
1801CS24,7,7,CS571,,7/24/2021 16:08,,7/24/2021 16:08,Department Elective - II
1801CS24,7,7,CS577,,7/24/2021 16:08,,7/24/2021 16:08,Department Elective - IV
1801CS24,7,7,PH401,,7/24/2021 16:08,,7/24/2021 16:08,Open Elective
1801CS25,7,7,CS491,,7/23/2021 1:11,,7/23/2021 1:11,CORE
1801CS25,7,7,CS555,,7/23/2021 1:11,,7/23/2021 1:11,Department Elective - III
1801CS25,7,7,CS571,,7/23/2021 1:11,,7/23/2021 1:11,Department Elective - II
1801CS25,7,7,CS577,,7/23/2021 1:11,,7/23/2021 1:11,Department Elective - IV
1801CS25,7,7,PH401,,7/23/2021 1:11,,7/23/2021 1:11,Open Elective
1801CS26,7,7,CS491,,7/23/2021 10:07,,7/23/2021 10:07,CORE
1801CS26,7,7,CS555,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - III
1801CS26,7,7,CS571,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - II
1801CE16,7,7,CE571,,7/24/2021 10:04,,7/24/2021 10:04,Department Elective - III
1801CS26,7,7,PH401,,7/23/2021 10:07,,7/23/2021 10:07,Open Elective
1801CS27,7,7,CS491,,7/23/2021 14:39,,7/23/2021 14:39,CORE
1801CE16,7,7,PH401,,7/24/2021 10:04,,7/24/2021 10:04,Open Elective - III
1801CS27,7,7,CS571,,7/23/2021 14:39,,7/23/2021 14:39,Department Elective - II
1801CE17,7,7,CE491,,7/23/2021 19:42,,7/23/2021 19:42,CORE
1801CS27,7,7,PH401,,7/23/2021 14:39,,7/23/2021 14:39,Open Elective
1801CS28,7,7,CS491,,7/23/2021 11:03,,7/23/2021 11:03,CORE
1801CS28,7,7,CS555,,7/23/2021 11:03,,7/23/2021 11:03,Department Elective - III
1801CS28,7,7,CS571,,7/23/2021 11:03,,7/23/2021 11:03,Department Elective - II
1801CS28,7,7,CS577,,7/23/2021 11:03,,7/23/2021 11:03,Department Elective - IV
1801CS28,7,7,PH401,,7/23/2021 11:03,,7/23/2021 11:03,Open Elective
1801CS29,7,7,CS491,,7/23/2021 10:07,,7/23/2021 10:07,CORE
1801CS29,7,7,CS555,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - III
1801CS29,7,7,CS571,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - II
1801CS29,7,7,CS577,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - IV
1801CS29,7,7,PH401,,7/23/2021 10:07,,7/23/2021 10:07,Open Elective
1801CS30,7,7,CS491,,7/23/2021 12:37,,7/23/2021 12:37,CORE
1801CS30,7,7,CS555,,7/23/2021 12:37,,7/23/2021 12:37,Department Elective - III
1801CS30,7,7,CS571,,7/23/2021 12:37,,7/23/2021 12:37,Department Elective - II
1801CE18,7,7,CE543,,7/24/2021 9:33,,7/24/2021 9:33,Department Elective - II
1801CB12,7,7,CB409,,7/23/2021 12:09,,7/23/2021 12:09,CORE
2121EE01,2,2,CS564,,3/25/2021 23:29,,3/25/2021 23:29,CREDIT
2012MA09,3,3,MA529,,3/25/2021 12:05,,3/25/2021 12:05,Elective - II
1801CE18,7,7,CE571,,7/24/2021 9:33,,7/24/2021 9:33,Department Elective - III
1801CB24,7,7,CB401,,7/24/2021 10:13,,7/24/2021 10:13,CORE
1801CE18,7,7,PH401,,7/24/2021 9:33,,7/24/2021 9:33,Open Elective - III
2121HS01,2,2,HS733,,3/23/2021 11:47,,3/23/2021 11:47,AUDIT
1801CS32,7,7,CS555,,7/23/2021 15:59,,7/23/2021 15:59,Department Elective - II
1801CS32,7,7,CS571,,7/23/2021 15:59,,7/23/2021 15:59,Department Elective - III
1801CS32,7,7,CS577,,7/23/2021 15:59,,7/23/2021 15:59,Department Elective - IV
1801CS32,7,7,HS451,,7/23/2021 15:59,,7/23/2021 15:59,Open Elective
1801CE19,7,7,CE543,,7/23/2021 19:45,,7/23/2021 19:45,Department Elective - II
1801CS33,7,7,CS544,,7/23/2021 0:19,,7/23/2021 0:19,Department Elective - IV
1801CB07,7,7,CB409,,7/23/2021 11:17,,7/23/2021 11:17,CORE
2121PH06,2,2,PH701,,3/25/2021 10:14,,3/25/2021 10:14,CREDIT
2121ME13,2,2,ME533,,3/25/2021 18:40,,3/25/2021 18:40,CREDIT
2121ME06,2,2,MH503,,3/24/2021 17:54,,3/24/2021 17:54,CREDIT
2121ME13,2,2,MH503,,3/25/2021 18:40,,3/25/2021 18:40,CREDIT
2121HS13,2,2,HS725,,7/26/2021 12:42,,7/26/2021 12:42,CREDIT
2121MA03,2,2,MA529,,3/24/2021 22:17,,3/24/2021 22:17,CREDIT
2121EE11,2,2,EE525,,3/25/2021 9:17,,3/25/2021 9:17,CREDIT
2121MA04,2,2,MA533,,7/24/2021 14:23,,7/24/2021 14:23,CREDIT
2121ME01,2,2,ME537,,3/25/2021 15:54,,3/25/2021 15:54,CREDIT
2121HS11,2,2,HS725,,3/24/2021 9:45,,3/24/2021 9:45,CREDIT
2121EE11,2,2,CS564,,3/25/2021 9:17,,3/25/2021 9:17,CREDIT
2121HS07,2,2,HS733,,3/23/2021 8:57,,3/23/2021 8:57,AUDIT
2121EE06,2,2,ME512,,3/23/2021 15:52,,3/23/2021 15:52,CREDIT
2121HS05,2,2,HS713,,3/24/2021 9:44,,3/24/2021 9:44,CREDIT
2121MA08,2,2,MA529,,3/25/2021 12:57,,3/25/2021 12:57,CREDIT
2121HS06,2,2,HS711,,3/25/2021 11:55,,3/25/2021 11:55,CREDIT
2121EE03,2,2,EE534,,3/25/2021 15:11,,3/25/2021 15:11,CREDIT
2012MA07,3,3,MA591,,3/23/2021 18:30,,3/23/2021 18:30,CORE
1801CS37,7,7,CS544,,7/23/2021 10:35,,7/23/2021 10:35,Department Elective - IV
2012MA07,3,3,MA521,,3/23/2021 18:30,,3/23/2021 18:30,CORE
2012MA06,3,3,MA525,,3/22/2021 14:00,,3/22/2021 14:00,CORE
1801CE21,7,7,CE517,,7/23/2021 9:42,,7/23/2021 9:42,Department Elective - I
1801CS38,7,7,CS491,,7/23/2021 12:09,,7/23/2021 12:09,CORE
1801CS38,7,7,CS564,,7/23/2021 12:09,,7/23/2021 12:09,Department Elective - III
1801CS38,7,7,CS571,,7/23/2021 12:09,,7/23/2021 12:09,Department Elective - II
2012MA05,3,3,MA527,,3/24/2021 9:58,,3/24/2021 9:58,Elective - I
2012MA05,3,3,MA521,,3/24/2021 9:58,,3/24/2021 9:58,CORE
2012MA03,3,3,MA525,,3/24/2021 22:30,,3/24/2021 22:30,CORE
2012CH22,3,3,CH591,,3/23/2021 10:16,,3/23/2021 10:16,CORE
1801CB14,7,7,CB409,,7/23/2021 11:19,,7/23/2021 11:19,CORE
2012CH22,3,3,CH523,,3/23/2021 10:16,,3/23/2021 10:16,CORE
1801CE22,7,7,CE495,,7/24/2021 12:50,,7/24/2021 12:50,CORE
1801CS40,7,7,CS491,,7/23/2021 11:42,,7/23/2021 11:42,CORE
1801CE22,7,7,CE543,,7/24/2021 12:50,,7/24/2021 12:50,Department Elective - II
2012CH21,3,3,CH530,,3/23/2021 22:22,,3/23/2021 22:22,CORE
2012CH20,3,3,CH591,,3/23/2021 21:01,,3/23/2021 21:01,CORE
2012CH20,3,3,CH523,,3/23/2021 21:01,,3/23/2021 21:01,CORE
1801CB14,7,7,CB417,,7/23/2021 11:19,,7/23/2021 11:19,CORE
2012CH18,3,3,CH605,,3/23/2021 20:19,,3/23/2021 20:19,Elective - I
2012CH18,3,3,CH523,,3/23/2021 20:19,,3/23/2021 20:19,CORE
1801CS41,7,7,CS577,,7/23/2021 11:47,,7/23/2021 11:47,Department Elective - II
2012CH17,3,3,CH523,,3/24/2021 22:02,,3/24/2021 22:02,CORE
1801CS42,7,7,CS491,,7/23/2021 1:06,,7/23/2021 1:06,CORE
1801CS42,7,7,CS555,,7/23/2021 1:06,,7/23/2021 1:06,Department Elective - III
1801CS42,7,7,CS571,,7/23/2021 1:06,,7/23/2021 1:06,Department Elective - II
2012CH16,3,3,CH530,,3/25/2021 10:26,,3/25/2021 10:26,CORE
2012CH15,3,3,CH525,,3/25/2021 11:49,,3/25/2021 11:49,CORE
2012CH15,3,3,CH521,,3/25/2021 11:49,,3/25/2021 11:49,CORE
1801CS43,7,7,CS555,,7/23/2021 1:05,,7/23/2021 1:05,Department Elective - III
2012CH14,3,3,CH523,,3/25/2021 10:01,,3/25/2021 10:01,CORE
2012CH13,3,3,CH605,,3/25/2021 22:04,,3/25/2021 22:04,Elective - I
2012CH13,3,3,CH523,,3/25/2021 22:04,,3/25/2021 22:04,CORE
2012CH13,3,3,CH521,,3/25/2021 22:04,,3/25/2021 22:04,CORE
1801CS44,7,7,CS555,,7/23/2021 13:35,,7/23/2021 13:35,Department Elective - III
1801CS44,7,7,CS571,,7/23/2021 13:35,,7/23/2021 13:35,Department Elective - II
1801CS44,7,7,CS577,,7/23/2021 13:35,,7/23/2021 13:35,Department Elective - IV
2012CH12,3,3,CH521,,3/25/2021 21:20,,3/25/2021 21:20,CORE
1801CS45,7,7,CS491,,7/23/2021 11:44,,7/23/2021 11:44,CORE
1801CS45,7,7,CS564,,7/23/2021 11:44,,7/23/2021 11:44,Department Elective - III
2012CH11,3,3,CH527,,3/24/2021 23:55,,3/24/2021 23:55,CORE
2012CH11,3,3,CH521,,3/24/2021 23:55,,3/24/2021 23:55,CORE
1801CS45,7,7,HS451,,7/23/2021 11:44,,7/23/2021 11:44,Open Elective
1801CS46,7,7,CS491,,7/23/2021 12:34,,7/23/2021 12:34,CORE
1801CE26,7,7,PH401,,7/23/2021 19:43,,7/23/2021 19:43,Open Elective - III
2012CH10,3,3,CH521,,3/24/2021 22:19,,3/24/2021 22:19,CORE
1801CS46,7,7,CS577,,7/23/2021 12:34,,7/23/2021 12:34,Department Elective - IV
1801CS46,7,7,PH401,,7/23/2021 12:34,,7/23/2021 12:34,Open Elective
2012CH09,3,3,CH521,,3/23/2021 10:12,,3/23/2021 10:12,CORE
2012CH08,3,3,CH591,,3/23/2021 10:12,,3/23/2021 10:12,CORE
1801CS47,7,7,CS571,,7/23/2021 2:05,,7/23/2021 2:05,Department Elective - II
1801CS47,7,7,CS577,,7/23/2021 2:05,,7/23/2021 2:05,Department Elective - IV
1801CS47,7,7,PH401,,7/23/2021 2:05,,7/23/2021 2:05,Open Elective
1801CS48,7,7,CS491,,7/23/2021 11:55,,7/23/2021 11:55,CORE
2012CH07,3,3,CH591,,3/25/2021 21:55,,3/25/2021 21:55,CORE
2012CH07,3,3,CH523,,3/25/2021 21:55,,3/25/2021 21:55,CORE
2012CH06,3,3,CH605,,3/24/2021 22:10,,3/24/2021 22:10,Elective - I
2012CH06,3,3,CH525,,3/24/2021 22:10,,3/24/2021 22:10,CORE
2012CH05,3,3,CH527,,3/24/2021 20:26,,3/24/2021 20:26,CORE
2012CH04,3,3,CH591,,3/25/2021 16:24,,3/25/2021 16:24,CORE
2012CH03,3,3,CH605,,3/22/2021 9:34,,3/22/2021 9:34,Elective - I
2012CH03,3,3,CH523,,3/22/2021 9:34,,3/22/2021 9:34,CORE
2012CH02,3,3,CH525,,3/25/2021 21:47,,3/25/2021 21:47,CORE
2012CH01,3,3,CH527,,3/24/2021 22:08,,3/24/2021 22:08,CORE
2011MT19,3,3,MH603,,3/22/2021 21:31,,3/22/2021 21:31,CORE
2011MT17,3,3,MH603,,3/22/2021 12:18,,3/22/2021 12:18,CORE
1801CB09,7,7,CB409,,7/23/2021 21:51,,7/23/2021 21:51,CORE
2011MT08,3,3,MH603,,3/24/2021 13:13,,3/24/2021 13:13,CORE
2011MM15,3,3,MM603,,3/24/2021 22:58,,3/24/2021 22:58,CORE
2011MM06,3,3,MM603,,3/22/2021 12:14,,3/22/2021 12:14,CORE
2011ME20,3,3,ME603,,3/22/2021 20:47,,3/22/2021 20:47,CORE
2011ME12,3,3,ME603,,4/7/2021 11:08,,4/7/2021 11:08,CORE
2011ME01,3,3,ME603,,3/25/2021 14:31,,3/25/2021 14:31,CORE
2011MC12,3,3,MA603,,3/25/2021 10:00,,3/25/2021 10:00,CORE
1801CS52,7,7,CS555,,7/23/2021 1:56,,7/23/2021 1:56,Department Elective - III
1801CB15,7,7,CB503,,7/23/2021 11:49,,7/23/2021 11:49,Open Elective - III
2011MC04,3,3,MA603,,3/25/2021 9:37,,3/25/2021 9:37,CORE
2011EE32,3,3,EE518,,3/23/2021 23:45,,3/23/2021 23:45,CORE
2011EE26,3,3,EE518,,3/25/2021 21:23,,3/25/2021 21:23,CORE
1801CS53,7,7,CS564,,7/23/2021 10:13,,7/23/2021 10:13,Department Elective - III
1801CS53,7,7,CS571,,7/23/2021 10:13,,7/23/2021 10:13,Department Elective - II
2011EE17,3,3,EE595,,3/25/2021 3:02,,3/25/2021 3:02,CORE
2121CS17,2,2,CS561,,3/23/2021 11:54,,3/23/2021 11:54,CREDIT
2121CH05,2,2,CH605,,3/25/2021 15:40,,3/25/2021 15:40,CREDIT
1801CS54,7,7,CS555,,7/23/2021 1:03,,7/23/2021 1:03,Department Elective - III
1801CS54,7,7,CS571,,7/23/2021 1:03,,7/23/2021 1:03,Department Elective - II
1801CE31,7,7,CE545,,7/23/2021 9:42,,7/23/2021 9:42,Department Elective - II
2121CB12,2,2,CH601,,3/26/2021 8:21,,3/26/2021 8:21,CREDIT
2121CB11,2,2,CE571,,3/23/2021 21:42,,3/23/2021 21:42,CREDIT
1801CS55,7,7,CS564,,7/23/2021 13:40,,7/23/2021 13:40,Department Elective - III
1801CS55,7,7,CS571,,7/23/2021 13:40,,7/23/2021 13:40,Department Elective - II
2113CS01,2,2,CS515,,7/23/2021 13:01,,7/23/2021 13:01,CORE
2021MA18,3,3,MA531,,3/22/2021 9:54,,3/22/2021 9:54,AUDIT
2012PH24,3,3,PH591,,3/25/2021 10:07,,3/25/2021 10:07,CORE
2012PH22,3,3,PH527,,3/25/2021 19:33,,3/25/2021 19:33,CORE
2012PH21,3,3,PH601,,3/22/2021 10:38,,3/22/2021 10:38,Elective - I
2012PH20,3,3,PH601,,3/25/2021 11:02,,3/25/2021 11:02,Elective - I
2012PH20,3,3,PH591,,3/25/2021 11:02,,3/25/2021 11:02,CORE
1801CS58,7,7,CS491,,7/23/2021 0:21,,7/23/2021 0:21,CORE
1801CB09,7,7,PH401,,7/23/2021 21:51,,7/23/2021 21:51,Open Elective - III
2012PH19,3,3,PH527,,3/25/2021 9:45,,3/25/2021 9:45,CORE
1801CS58,7,7,CS577,,7/23/2021 0:21,,7/23/2021 0:21,Department Elective - IV
1801CS58,7,7,PH401,,7/23/2021 0:21,,7/23/2021 0:21,Open Elective
1801CE32,7,7,CE571,,7/23/2021 21:38,,7/23/2021 21:38,Department Elective - III
2012PH18,3,3,PH521,,3/23/2021 2:39,,3/23/2021 2:39,CORE
2012PH17,3,3,PH525,,3/24/2021 22:51,,3/24/2021 22:51,CORE
2012PH16,3,3,PH527,,3/24/2021 20:07,,3/24/2021 20:07,CORE
2012PH15,3,3,PH525,,3/22/2021 18:54,,3/22/2021 18:54,CORE
1801CS60,7,7,CS491,,7/23/2021 10:17,,7/23/2021 10:17,CORE
1801CS60,7,7,CS564,,7/23/2021 10:17,,7/23/2021 10:17,Department Elective - III
1801CS60,7,7,CS571,,7/23/2021 10:17,,7/23/2021 10:17,Department Elective - II
1801CS60,7,7,CS577,,7/23/2021 10:17,,7/23/2021 10:17,Department Elective - IV
1801CS60,7,7,PH401,,7/23/2021 10:17,,7/23/2021 10:17,Open Elective
2012PH14,3,3,PH527,,3/25/2021 9:08,,3/25/2021 9:08,CORE
1801CS01,7,7,PH401,,7/23/2021 2:00,,7/23/2021 2:00,Open Elective
1801CS61,7,7,CS571,,7/23/2021 10:12,,7/23/2021 10:12,Department Elective - II
1801CB18,7,7,CB417,,7/23/2021 10:12,,7/23/2021 10:12,CORE
2012PH12,3,3,PH601,,3/24/2021 23:19,,3/24/2021 23:19,Elective - I
1801CS02,7,7,CS564,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - III
2012PH11,3,3,PH604,,3/24/2021 20:13,,3/24/2021 20:13,Elective - I
1801CS62,7,7,CS571,,7/23/2021 10:17,,7/23/2021 10:17,Department Elective - II
1801CS62,7,7,CS577,,7/23/2021 10:17,,7/23/2021 10:17,Department Elective - IV
1801CS02,7,7,CS577,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - IV
2012PH11,3,3,PH521,,3/24/2021 20:13,,3/24/2021 20:13,CORE
2012PH10,3,3,PH523,,3/22/2021 19:43,,3/22/2021 19:43,CORE
1801CS63,7,7,CS571,,7/23/2021 10:16,,7/23/2021 10:16,Department Elective - II
1801CS04,7,7,CS491,,7/23/2021 12:19,,7/23/2021 12:19,CORE
1801CS63,7,7,PH401,,7/23/2021 10:16,,7/23/2021 10:16,Open Elective
1801CS64,7,7,CS491,,7/23/2021 1:14,,7/23/2021 1:14,CORE
2012PH09,3,3,PH591,,3/24/2021 18:32,,3/24/2021 18:32,CORE
1801CB19,7,7,CB401,,7/23/2021 11:58,,7/23/2021 11:58,CORE
2012PH08,3,3,PH591,,3/25/2021 19:14,,3/25/2021 19:14,CORE
2012PH08,3,3,PH525,,3/25/2021 19:14,,3/25/2021 19:14,CORE
1801CS65,7,7,CS491,,7/23/2021 1:06,,7/23/2021 1:06,CORE
2012PH07,3,3,PH527,,3/23/2021 20:02,,3/23/2021 20:02,CORE
1801CS65,7,7,CS571,,7/23/2021 1:06,,7/23/2021 1:06,Department Elective - II
1801CS65,7,7,CS577,,7/23/2021 1:06,,7/23/2021 1:06,Department Elective - IV
1801CS65,7,7,PH401,,7/23/2021 1:06,,7/23/2021 1:06,Open Elective
1801CS67,7,7,CS491,,7/23/2021 11:16,,7/23/2021 11:16,CORE
1801CS67,7,7,CS555,,7/23/2021 11:16,,7/23/2021 11:16,Department Elective - III
1801CS67,7,7,CS571,,7/23/2021 11:16,,7/23/2021 11:16,Department Elective - II
1801CS67,7,7,CS577,,7/23/2021 11:16,,7/23/2021 11:16,Department Elective - IV
1801CS05,7,7,CS577,,7/23/2021 10:09,,7/23/2021 10:09,Department Elective - IV
2012PH06,3,3,PH521,,3/25/2021 8:32,,3/25/2021 8:32,CORE
2012PH05,3,3,PH527,,3/24/2021 21:41,,3/24/2021 21:41,CORE
2012PH04,3,3,PH523,,3/24/2021 22:55,,3/24/2021 22:55,CORE
2012PH02,3,3,PH525,,3/22/2021 20:57,,3/22/2021 20:57,CORE
2012PH02,3,3,PH521,,3/22/2021 20:57,,3/22/2021 20:57,CORE
2012PH01,3,3,PH521,,3/25/2021 2:32,,3/25/2021 2:32,CORE
2012MA24,3,3,MA523,,3/22/2021 10:22,,3/22/2021 10:22,CORE
2012MA22,3,3,MA529,,3/23/2021 21:53,,3/23/2021 21:53,Elective - I
2012MA21,3,3,MA591,,3/23/2021 17:44,,3/23/2021 17:44,CORE
2012MA20,3,3,MA525,,3/24/2021 18:48,,3/24/2021 18:48,CORE
2012MA19,3,3,MA529,,3/25/2021 21:53,,3/25/2021 21:53,Elective - II
2012MA18,3,3,MA523,,3/22/2021 21:27,,3/22/2021 21:27,CORE
2012MA16,3,3,MA591,,3/24/2021 16:28,,3/24/2021 16:28,CORE
2012MA16,3,3,MA525,,3/24/2021 16:28,,3/24/2021 16:28,CORE
2012MA16,3,3,MA521,,3/24/2021 16:28,,3/24/2021 16:28,CORE
1801EE02,7,7,PH401,,7/23/2021 1:33,,7/23/2021 1:33,Open Elective
1801EE03,7,7,EE484,,7/23/2021 1:14,,7/23/2021 1:14,CORE
1801EE03,7,7,EE485,,7/23/2021 1:14,,7/23/2021 1:14,CORE
1801EE03,7,7,EE486,,7/23/2021 1:14,,7/23/2021 1:14,CORE
1801EE03,7,7,EE493,,7/23/2021 1:14,,7/23/2021 1:14,CORE
1801EE03,7,7,EE523,,7/23/2021 1:14,,7/23/2021 1:14,Department Elective - I
1801EE03,7,7,PH401,,7/23/2021 1:14,,7/23/2021 1:14,Open Elective
1801EE04,7,7,EE484,,7/24/2021 20:31,,7/24/2021 20:31,CORE
1801CS09,7,7,CS491,,7/23/2021 10:03,,7/23/2021 10:03,CORE
1801EE04,7,7,EE486,,7/24/2021 20:31,,7/24/2021 20:31,CORE
1801EE04,7,7,EE493,,7/24/2021 20:31,,7/24/2021 20:31,CORE
1801EE04,7,7,EE523,,7/24/2021 20:31,,7/24/2021 20:31,Department Elective - I
1801EE04,7,7,PH401,,7/24/2021 20:31,,7/24/2021 20:31,Open Elective
1801EE06,7,7,EE484,,7/23/2021 0:50,,7/23/2021 0:50,CORE
1801EE06,7,7,EE485,,7/23/2021 0:50,,7/23/2021 0:50,CORE
1801EE06,7,7,EE486,,7/23/2021 0:50,,7/23/2021 0:50,CORE
1801EE06,7,7,EE493,,7/23/2021 0:50,,7/23/2021 0:50,CORE
1801CS09,7,7,PH401,,7/23/2021 10:03,,7/23/2021 10:03,Open Elective
1801EE06,7,7,PH401,,7/23/2021 0:50,,7/23/2021 0:50,Open Elective
1801EE07,7,7,EE484,,7/23/2021 12:50,,7/23/2021 12:50,CORE
1801EE07,7,7,EE485,,7/23/2021 12:50,,7/23/2021 12:50,CORE
1801EE07,7,7,EE486,,7/23/2021 12:50,,7/23/2021 12:50,CORE
1801EE07,7,7,EE493,,7/23/2021 12:50,,7/23/2021 12:50,CORE
1801EE07,7,7,EE525,,7/23/2021 12:50,,7/23/2021 12:50,Department Elective - I
1801EE07,7,7,PH401,,7/23/2021 12:50,,7/23/2021 12:50,Open Elective
1801EE08,7,7,CS577,,7/23/2021 7:46,,7/23/2021 7:46,Open Elective
1801EE08,7,7,EE484,,7/23/2021 7:46,,7/23/2021 7:46,CORE
1801EE08,7,7,EE485,,7/23/2021 7:46,,7/23/2021 7:46,CORE
1801EE08,7,7,EE486,,7/23/2021 7:46,,7/23/2021 7:46,CORE
1801EE08,7,7,EE493,,7/23/2021 7:46,,7/23/2021 7:46,CORE
1801EE08,7,7,EE525,,7/23/2021 7:46,,7/23/2021 7:46,Department Elective - I
1801EE09,7,7,EE484,,7/23/2021 13:20,,7/23/2021 13:20,CORE
1801EE09,7,7,EE485,,7/23/2021 13:20,,7/23/2021 13:20,CORE
1801EE09,7,7,EE486,,7/23/2021 13:20,,7/23/2021 13:20,CORE
1801EE09,7,7,EE493,,7/23/2021 13:20,,7/23/2021 13:20,CORE
1801EE09,7,7,EE525,,7/23/2021 13:20,,7/23/2021 13:20,Department Elective - I
1801EE09,7,7,PH401,,7/23/2021 13:20,,7/23/2021 13:20,Open Elective
1801EE10,7,7,EE484,,7/23/2021 13:27,,7/23/2021 13:27,CORE
1801EE10,7,7,EE485,,7/23/2021 13:27,,7/23/2021 13:27,CORE
1801EE10,7,7,EE486,,7/23/2021 13:27,,7/23/2021 13:27,CORE
1801EE10,7,7,EE493,,7/23/2021 13:27,,7/23/2021 13:27,CORE
1801EE10,7,7,EE523,,7/23/2021 13:27,,7/23/2021 13:27,Department Elective - I
1801EE10,7,7,PH401,,7/23/2021 13:27,,7/23/2021 13:27,Open Elective
1801EE12,7,7,EE484,,7/23/2021 10:46,,7/23/2021 10:46,CORE
1801EE12,7,7,EE485,,7/23/2021 10:46,,7/23/2021 10:46,CORE
1801EE12,7,7,EE486,,7/23/2021 10:46,,7/23/2021 10:46,CORE
1801EE12,7,7,EE493,,7/23/2021 10:46,,7/23/2021 10:46,CORE
1801EE12,7,7,EE523,,7/23/2021 10:46,,7/23/2021 10:46,Department Elective - I
1801EE12,7,7,PH401,,7/23/2021 10:46,,7/23/2021 10:46,Open Elective
1801EE13,7,7,EE484,,7/23/2021 13:16,,7/23/2021 13:16,CORE
1801EE13,7,7,EE485,,7/23/2021 13:16,,7/23/2021 13:16,CORE
1801EE13,7,7,EE486,,7/23/2021 13:16,,7/23/2021 13:16,CORE
1801EE13,7,7,EE493,,7/23/2021 13:16,,7/23/2021 13:16,CORE
1801EE13,7,7,EE525,,7/23/2021 13:16,,7/23/2021 13:16,Department Elective - I
1801EE13,7,7,PH401,,7/23/2021 13:16,,7/23/2021 13:16,Open Elective
